# Wigner-tomography RAW DATA -- SIMULATED BY THE DIGITAL TWIN (NOT a real measurement).
# Generated by spike/twin_wigner_tomography.py (engine: grating_tomography).
# Prepared state: coherent |gamma>, gamma = 0.919239 +0.919239j (|gamma|=1.3000, arg=0.7854 rad).
# Measurement: SDF/Ramsey characteristic-function readout, two quadratures.
#   P_x = 1/2(1 + C Re chi(beta)),  P_y = 1/2(1 + C Im chi(beta));  C=0.900, shots M=500/quadrature.
#   beta sampled on the disk |beta|<=4.00, uniform grid spacing h=0.33333.
# columns:  beta_re  beta_im  M  n_x  n_y  P_x  P_y
+1.66667 +1.33333 500 287 237 0.57400 0.47400
+2.00000 +1.33333 500 244 241 0.48800 0.48200
+2.33333 +1.33333 500 240 232 0.48000 0.46400
+2.66667 +1.33333 500 245 244 0.49000 0.48800
+3.00000 +1.33333 500 240 242 0.48000 0.48400
+3.33333 +1.33333 500 228 250 0.45600 0.50000
+3.66667 +1.33333 500 263 253 0.52600 0.50600
-3.33333 +1.66667 500 239 263 0.47800 0.52600
-3.00000 +1.66667 500 251 248 0.50200 0.49600
-2.66667 +1.66667 500 250 247 0.50000 0.49400
-2.33333 +1.66667 500 265 241 0.53000 0.48200
-2.00000 +1.66667 500 263 251 0.52600 0.50200
-1.66667 +1.66667 500 245 232 0.49000 0.46400
-1.33333 +1.66667 500 241 219 0.48200 0.43800
-1.00000 +1.66667 500 245 207 0.49000 0.41400
-0.66667 +1.66667 500 233 189 0.46600 0.37800
-0.33333 +1.66667 500 200 232 0.40000 0.46400
+0.00000 +1.66667 500 203 240 0.40600 0.48000
+0.33333 +1.66667 500 202 267 0.40400 0.53400
+0.66667 +1.66667 500 258 271 0.51600 0.54200
+1.00000 +1.66667 500 258 265 0.51600 0.53000
+1.33333 +1.66667 500 283 262 0.56600 0.52400
+1.66667 +1.66667 500 261 232 0.52200 0.46400
+2.00000 +1.66667 500 244 238 0.48800 0.47600
+2.33333 +1.66667 500 238 256 0.47600 0.51200
+2.66667 +1.66667 500 251 243 0.50200 0.48600
+3.00000 +1.66667 500 245 248 0.49000 0.49600
+3.33333 +1.66667 500 243 263 0.48600 0.52600
-3.33333 +2.00000 500 244 262 0.48800 0.52400
-3.00000 +2.00000 500 252 256 0.50400 0.51200
-2.66667 +2.00000 500 234 244 0.46800 0.48800
-2.33333 +2.00000 500 262 245 0.52400 0.49000
-2.00000 +2.00000 500 247 259 0.49400 0.51800
-1.66667 +2.00000 500 251 242 0.50200 0.48400
-1.33333 +2.00000 500 269 247 0.53800 0.49400
-1.00000 +2.00000 500 266 245 0.53200 0.49000
-0.66667 +2.00000 500 265 239 0.53000 0.47800
-0.33333 +2.00000 500 235 215 0.47000 0.43000
+0.00000 +2.00000 500 241 249 0.48200 0.49800
+0.33333 +2.00000 500 228 249 0.45600 0.49800
+0.66667 +2.00000 500 231 270 0.46200 0.54000
+1.00000 +2.00000 500 260 266 0.52000 0.53200
+1.33333 +2.00000 500 271 244 0.54200 0.48800
+1.66667 +2.00000 500 247 264 0.49400 0.52800
+2.00000 +2.00000 500 261 259 0.52200 0.51800
+2.33333 +2.00000 500 246 268 0.49200 0.53600
+2.66667 +2.00000 500 272 252 0.54400 0.50400
+3.00000 +2.00000 500 239 260 0.47800 0.52000
+3.33333 +2.00000 500 233 264 0.46600 0.52800
-3.00000 +2.33333 500 241 253 0.48200 0.50600
-2.66667 +2.33333 500 243 245 0.48600 0.49000
-2.33333 +2.33333 500 256 247 0.51200 0.49400
-2.00000 +2.33333 500 233 252 0.46600 0.50400
-1.66667 +2.33333 500 254 260 0.50800 0.52000
-1.33333 +2.33333 500 251 259 0.50200 0.51800
-1.00000 +2.33333 500 258 251 0.51600 0.50200
-0.66667 +2.33333 500 281 238 0.56200 0.47600
-0.33333 +2.33333 500 257 245 0.51400 0.49000
+0.00000 +2.33333 500 235 230 0.47000 0.46000
+0.33333 +2.33333 500 231 237 0.46200 0.47400
+0.66667 +2.33333 500 228 256 0.45600 0.51200
+1.00000 +2.33333 500 241 251 0.48200 0.50200
+1.33333 +2.33333 500 238 274 0.47600 0.54800
+1.66667 +2.33333 500 233 257 0.46600 0.51400
+2.00000 +2.33333 500 254 246 0.50800 0.49200
+2.33333 +2.33333 500 243 246 0.48600 0.49200
+2.66667 +2.33333 500 234 237 0.46800 0.47400
+3.00000 +2.33333 500 268 253 0.53600 0.50600
-2.66667 +2.66667 500 242 244 0.48400 0.48800
-2.33333 +2.66667 500 241 252 0.48200 0.50400
-2.00000 +2.66667 500 251 249 0.50200 0.49800
-1.66667 +2.66667 500 227 230 0.45400 0.46000
-1.33333 +2.66667 500 254 255 0.50800 0.51000
-1.00000 +2.66667 500 266 253 0.53200 0.50600
-0.66667 +2.66667 500 251 249 0.50200 0.49800
-0.33333 +2.66667 500 250 249 0.50000 0.49800
+0.00000 +2.66667 500 251 232 0.50200 0.46400
+0.33333 +2.66667 500 245 258 0.49000 0.51600
+0.66667 +2.66667 500 250 240 0.50000 0.48000
+1.00000 +2.66667 500 259 262 0.51800 0.52400
+1.33333 +2.66667 500 258 249 0.51600 0.49800
+1.66667 +2.66667 500 233 239 0.46600 0.47800
+2.00000 +2.66667 500 258 257 0.51600 0.51400
+2.33333 +2.66667 500 245 271 0.49000 0.54200
+2.66667 +2.66667 500 233 264 0.46600 0.52800
-2.33333 +3.00000 500 238 236 0.47600 0.47200
-2.00000 +3.00000 500 251 252 0.50200 0.50400
-1.66667 +3.00000 500 252 257 0.50400 0.51400
-1.33333 +3.00000 500 254 254 0.50800 0.50800
-1.00000 +3.00000 500 241 235 0.48200 0.47000
-0.66667 +3.00000 500 241 260 0.48200 0.52000
-0.33333 +3.00000 500 234 233 0.46800 0.46600
+0.00000 +3.00000 500 239 239 0.47800 0.47800
+0.33333 +3.00000 500 252 251 0.50400 0.50200
+0.66667 +3.00000 500 242 254 0.48400 0.50800
+1.00000 +3.00000 500 258 266 0.51600 0.53200
+1.33333 +3.00000 500 251 268 0.50200 0.53600
+1.66667 +3.00000 500 260 245 0.52000 0.49000
+2.00000 +3.00000 500 271 262 0.54200 0.52400
+2.33333 +3.00000 500 249 253 0.49800 0.50600
-2.00000 +3.33333 500 237 237 0.47400 0.47400
-1.66667 +3.33333 500 239 260 0.47800 0.52000
-1.33333 +3.33333 500 265 273 0.53000 0.54600
-1.00000 +3.33333 500 246 253 0.49200 0.50600
-0.66667 +3.33333 500 253 242 0.50600 0.48400
-0.33333 +3.33333 500 250 255 0.50000 0.51000
